Origin State,Dest State,Year,Measure Names,Domestic,Export,Import
Idaho,Rhode Island,2022,Current Value (millions of dollars),7.404779,0.017612,0.0
Idaho,South Carolina,2022,Current Value (millions of dollars),99.479767,19.726054,1.682736
Idaho,South Dakota,2022,Current Value (millions of dollars),84.646656,0.399812,5.165633
Idaho,Tennessee,2022,Current Value (millions of dollars),345.91163,139.779277,3.287918
Idaho,Texas,2022,Current Value (millions of dollars),2144.970608,155.63936,59.633874
Idaho,Utah,2022,Current Value (millions of dollars),4155.531822,1.938713,215.973812
Idaho,Vermont,2022,Current Value (millions of dollars),10.656595,0.131961,1.242342
Idaho,Virginia,2022,Current Value (millions of dollars),219.151821,32.403498,0.553471
Idaho,Washington,2022,Current Value (millions of dollars),8543.384439,753.938662,1127.071683
Idaho,West Virginia,2022,Current Value (millions of dollars),87.307564,,0.149396
Idaho,Wisconsin,2022,Current Value (millions of dollars),1807.016603,,6.494056
Idaho,Wyoming,2022,Current Value (millions of dollars),533.327809,,38.049496
Illinois,Alabama,2022,Current Value (millions of dollars),6371.765711,193.694186,207.116471
Illinois,Alaska,2022,Current Value (millions of dollars),169.078774,710.012211,1.324009
Illinois,Arizona,2022,Current Value (millions of dollars),4514.078923,467.484338,199.322253
Illinois,Arkansas,2022,Current Value (millions of dollars),4219.628317,,241.618984
Illinois,California,2022,Current Value (millions of dollars),25524.21216,6024.79471,7211.326356
Illinois,Colorado,2022,Current Value (millions of dollars),5816.523377,4.751627,190.980019
Illinois,Connecticut,2022,Current Value (millions of dollars),3530.764401,3.543046,289.204181
Illinois,Delaware,2022,Current Value (millions of dollars),825.458065,10.111952,152.237797
Illinois,District of Columbia,2022,Current Value (millions of dollars),469.572597,32.09914,51.872774
Illinois,Florida,2022,Current Value (millions of dollars),15350.43211,3698.568941,853.075913
Illinois,Georgia,2022,Current Value (millions of dollars),13708.64745,1242.804932,2601.63206
Illinois,Hawaii,2022,Current Value (millions of dollars),527.195802,48.53526,3.019343
Illinois,Idaho,2022,Current Value (millions of dollars),935.410349,0.680224,50.914319
Illinois,Illinois,2022,Current Value (millions of dollars),567536.9335,23429.91449,102018.7033
Illinois,Indiana,2022,Current Value (millions of dollars),84646.13813,256.988879,39998.21525
Illinois,Iowa,2022,Current Value (millions of dollars),21136.57604,0.0,2433.535912
Illinois,Kansas,2022,Current Value (millions of dollars),7194.593821,0.0,1143.71229
Illinois,Kentucky,2022,Current Value (millions of dollars),17207.376,1739.962414,16443.12357
Illinois,Louisiana,2022,Current Value (millions of dollars),24186.02525,2095.346917,131.006221
Illinois,Maine,2022,Current Value (millions of dollars),530.570171,71.369468,54.281387
Illinois,Maryland,2022,Current Value (millions of dollars),6674.54276,856.942187,251.73479
Illinois,Massachusetts,2022,Current Value (millions of dollars),4778.762254,104.932971,966.611221
Illinois,Michigan,2022,Current Value (millions of dollars),35584.29957,13665.39322,7185.700095
Illinois,Minnesota,2022,Current Value (millions of dollars),17681.43903,48.308268,1670.273714
Illinois,Mississippi,2022,Current Value (millions of dollars),4298.50793,50.869194,917.032545
Illinois,Missouri,2022,Current Value (millions of dollars),29346.91835,7.499661,1839.354426
Illinois,Montana,2022,Current Value (millions of dollars),703.966312,751.096591,4.000646
Illinois,Nebraska,2022,Current Value (millions of dollars),5936.540688,0.0,264.879417
Illinois,Nevada,2022,Current Value (millions of dollars),3758.995419,0.0,159.408541
Illinois,New Hampshire,2022,Current Value (millions of dollars),1991.31177,0.227029,67.787956
Illinois,New Jersey,2022,Current Value (millions of dollars),6748.449068,473.656744,5119.815248
Illinois,New Mexico,2022,Current Value (millions of dollars),1218.092575,10.306607,26.818719
Illinois,New York,2022,Current Value (millions of dollars),13361.66877,6253.843925,2447.756426
Illinois,North Carolina,2022,Current Value (millions of dollars),10505.10592,94.094057,1234.465588
Illinois,North Dakota,2022,Current Value (millions of dollars),3491.617681,7204.227397,276.34017
Illinois,Ohio,2022,Current Value (millions of dollars),32368.84582,135.482677,5393.302814
Illinois,Oklahoma,2022,Current Value (millions of dollars),3606.100477,0.0,489.276893
Illinois,Oregon,2022,Current Value (millions of dollars),2214.169698,52.790969,280.038235
Illinois,Pennsylvania,2022,Current Value (millions of dollars),15714.94189,755.305706,2801.037166
Illinois,Rhode Island,2022,Current Value (millions of dollars),499.10858,0.253444,37.569129
Illinois,South Carolina,2022,Current Value (millions of dollars),3971.577863,333.017375,378.286477
Illinois,South Dakota,2022,Current Value (millions of dollars),1787.537729,5.509212,123.768149
Illinois,Tennessee,2022,Current Value (millions of dollars),11763.04934,1316.25926,10004.58558
Illinois,Texas,2022,Current Value (millions of dollars),32471.66691,10797.78328,3176.583055
Illinois,Utah,2022,Current Value (millions of dollars),2565.718736,0.079156,281.172304
Illinois,Vermont,2022,Current Value (millions of dollars),618.136897,16.296956,10.758458
Illinois,Virginia,2022,Current Value (millions of dollars),7862.569503,3244.051123,696.949494
Illinois,Washington,2022,Current Value (millions of dollars),5203.999596,983.979391,331.045557
Illinois,West Virginia,2022,Current Value (millions of dollars),953.778655,,86.111879
Illinois,Wisconsin,2022,Current Value (millions of dollars),62924.86487,0.133696,11322.53574
Illinois,Wyoming,2022,Current Value (millions of dollars),890.72911,,23.643133
Indiana,Alabama,2022,Current Value (millions of dollars),5600.519999,37.142445,1.121979
Indiana,Alaska,2022,Current Value (millions of dollars),324.279092,354.417343,0.0
Indiana,Arizona,2022,Current Value (millions of dollars),2605.533537,48.205453,1.286894
Indiana,Arkansas,2022,Current Value (millions of dollars),2251.596489,,0.023848
Indiana,California,2022,Current Value (millions of dollars),13313.36418,1548.622258,23.480323
Indiana,Colorado,2022,Current Value (millions of dollars),2607.437722,5.605704,0.919808
Indiana,Connecticut,2022,Current Value (millions of dollars),1956.865555,0.076592,1.648373
Indiana,Delaware,2022,Current Value (millions of dollars),652.939617,22.939042,0.121813
Indiana,District of Columbia,2022,Current Value (millions of dollars),153.132337,25.508375,0.0
Indiana,Florida,2022,Current Value (millions of dollars),13245.94917,2908.295513,3.578889
Indiana,Georgia,2022,Current Value (millions of dollars),16613.95131,2369.376317,3.71491
Indiana,Hawaii,2022,Current Value (millions of dollars),290.57016,39.720764,0.0
Indiana,Idaho,2022,Current Value (millions of dollars),456.593295,0.039604,0.220096
Indiana,Illinois,2022,Current Value (millions of dollars),43957.74637,10499.70384,561.22561
Indiana,Indiana,2022,Current Value (millions of dollars),232751.3153,1113.116151,4495.220428
Indiana,Iowa,2022,Current Value (millions of dollars),8324.926516,,1.318512
Indiana,Kansas,2022,Current Value (millions of dollars),2227.666224,0.0,0.508381
Indiana,Kentucky,2022,Current Value (millions of dollars),23147.33673,1324.386878,1336.316911
Indiana,Louisiana,2022,Current Value (millions of dollars),4932.664891,129.337699,0.29943
Indiana,Maine,2022,Current Value (millions of dollars),339.85059,59.082278,0.415984
Indiana,Maryland,2022,Current Value (millions of dollars),4763.986166,366.14159,0.736225
Indiana,Massachusetts,2022,Current Value (millions of dollars),3195.572234,9.367451,6.552354
Indiana,Michigan,2022,Current Value (millions of dollars),38315.41787,12378.15474,99.768016
Indiana,Minnesota,2022,Current Value (millions of dollars),5352.870105,34.16644,58.275713
Indiana,Mississippi,2022,Current Value (millions of dollars),2595.59818,23.282464,275.241202
Indiana,Missouri,2022,Current Value (millions of dollars),8524.253448,0.0,0.512745
Indiana,Montana,2022,Current Value (millions of dollars),202.566961,201.850917,1.324616
Indiana,Nebraska,2022,Current Value (millions of dollars),2059.990046,,0.129156
Indiana,Nevada,2022,Current Value (millions of dollars),901.849672,0.0,1.375759
Indiana,New Hampshire,2022,Current Value (millions of dollars),1138.675558,0.0,0.217786
Indiana,New Jersey,2022,Current Value (millions of dollars),4931.60481,269.775416,84.095363
Indiana,New Mexico,2022,Current Value (millions of dollars),515.109683,0.4424,0.0
Indiana,New York,2022,Current Value (millions of dollars),9210.418803,2145.506492,8.890257
Indiana,North Carolina,2022,Current Value (millions of dollars),11759.56469,142.412446,0.938324
Indiana,North Dakota,2022,Current Value (millions of dollars),747.129369,1749.871208,0.228136
Indiana,Ohio,2022,Current Value (millions of dollars),52285.96018,182.384392,21.32882
Indiana,Oklahoma,2022,Current Value (millions of dollars),2266.471314,,0.0
Indiana,Oregon,2022,Current Value (millions of dollars),1457.904577,0.0318,0.541344
Indiana,Pennsylvania,2022,Current Value (millions of dollars),10935.68107,467.510531,188.435785
Indiana,Rhode Island,2022,Current Value (millions of dollars),439.132955,0.397558,0.0
Indiana,South Carolina,2022,Current Value (millions of dollars),4545.401894,259.364144,0.640895
Indiana,South Dakota,2022,Current Value (millions of dollars),511.742537,2.811956,0.114795
Indiana,Tennessee,2022,Current Value (millions of dollars),10597.28344,846.530123,15.877421
Indiana,Texas,2022,Current Value (millions of dollars),23107.10492,5583.078509,5.872974
Indiana,Utah,2022,Current Value (millions of dollars),1133.269292,,0.646203
Indiana,Vermont,2022,Current Value (millions of dollars),291.058219,3.767798,0.0
Indiana,Virginia,2022,Current Value (millions of dollars),4024.337945,1459.720722,4.767009
Indiana,Washington,2022,Current Value (millions of dollars),2731.363133,579.371229,1.96753
Indiana,West Virginia,2022,Current Value (millions of dollars),2195.922489,,0.069299
Indiana,Wisconsin,2022,Current Value (millions of dollars),10974.88352,0.106537,362.38394
Indiana,Wyoming,2022,Current Value (millions of dollars),234.59819,,0.00495
Iowa,Alabama,2022,Current Value (millions of dollars),1319.450929,31.738108,
Iowa,Alaska,2022,Current Value (millions of dollars),71.640591,30.183771,0.0
Iowa,Arizona,2022,Current Value (millions of dollars),1579.804297,351.866504,
Iowa,Arkansas,2022,Current Value (millions of dollars),1540.656667,,
Iowa,California,2022,Current Value (millions of dollars),7544.64325,2058.820425,0.437346
Iowa,Colorado,2022,Current Value (millions of dollars),3170.530203,0.246216,0.0
Iowa,Connecticut,2022,Current Value (millions of dollars),632.619872,0.0,0.0
Iowa,Delaware,2022,Current Value (millions of dollars),190.978784,0.820866,0.0
Iowa,District of Columbia,2022,Current Value (millions of dollars),16.360395,9.430523,
Iowa,Florida,2022,Current Value (millions of dollars),3652.093437,842.154772,0.0
Iowa,Georgia,2022,Current Value (millions of dollars),6387.460251,81.010565,0.0
Iowa,Hawaii,2022,Current Value (millions of dollars),55.192857,7.537429,0.0
Iowa,Idaho,2022,Current Value (millions of dollars),1080.027286,,0.0
Iowa,Illinois,2022,Current Value (millions of dollars),30305.98031,1199.804473,0.066239
Iowa,Indiana,2022,Current Value (millions of dollars),4587.682914,10.275906,
Iowa,Iowa,2022,Current Value (millions of dollars),156310.4401,13.796324,24.352762
Iowa,Kansas,2022,Current Value (millions of dollars),5394.719168,0.0,0.0
Iowa,Kentucky,2022,Current Value (millions of dollars),2930.802801,264.1265,0.0
Iowa,Louisiana,2022,Current Value (millions of dollars),2218.451806,819.095276,0.0
Iowa,Maine,2022,Current Value (millions of dollars),568.472425,23.100713,
Iowa,Maryland,2022,Current Value (millions of dollars),1062.683554,1281.672301,0.0
Iowa,Massachusetts,2022,Current Value (millions of dollars),1004.411146,1.016257,0.162508
Iowa,Michigan,2022,Current Value (millions of dollars),4295.500449,2977.822274,0.0
Iowa,Minnesota,2022,Current Value (millions of dollars),24012.13111,7.960012,0.0
Iowa,Mississippi,2022,Current Value (millions of dollars),1542.554513,37.646957,
Iowa,Missouri,2022,Current Value (millions of dollars),10438.18468,0.01026,0.0
Iowa,Montana,2022,Current Value (millions of dollars),229.90023,60.866402,
Iowa,Nebraska,2022,Current Value (millions of dollars),14447.3319,0.0,0.0
Iowa,Nevada,2022,Current Value (millions of dollars),441.809989,0.0,0.0
Iowa,New Hampshire,2022,Current Value (millions of dollars),226.464534,0.0,0.0
Iowa,New Jersey,2022,Current Value (millions of dollars),3323.123279,105.904534,0.0
Iowa,New Mexico,2022,Current Value (millions of dollars),347.863911,2.871928,0.0
Iowa,New York,2022,Current Value (millions of dollars),2610.091772,920.026551,0.0
Iowa,North Carolina,2022,Current Value (millions of dollars),3704.708187,164.159422,0.0
Iowa,North Dakota,2022,Current Value (millions of dollars),1663.54748,1924.912448,
Iowa,Ohio,2022,Current Value (millions of dollars),5853.977899,14.102781,0.051771
Iowa,Oklahoma,2022,Current Value (millions of dollars),1787.456628,,0.0
Iowa,Oregon,2022,Current Value (millions of dollars),1359.251833,1.32036,0.0
Iowa,Pennsylvania,2022,Current Value (millions of dollars),6392.732975,308.880338,0.0
Iowa,Rhode Island,2022,Current Value (millions of dollars),104.100374,0.060187,
Iowa,South Carolina,2022,Current Value (millions of dollars),1206.56199,143.764504,0.0
Iowa,South Dakota,2022,Current Value (millions of dollars),4496.907804,1.128741,0.0
Iowa,Tennessee,2022,Current Value (millions of dollars),2031.881632,303.602992,0.0
Iowa,Texas,2022,Current Value (millions of dollars),12870.1448,3106.796014,0.0
Iowa,Utah,2022,Current Value (millions of dollars),1054.417074,,
Iowa,Vermont,2022,Current Value (millions of dollars),192.492013,1.519122,0.0
Iowa,Virginia,2022,Current Value (millions of dollars),2199.696634,603.473384,0.0
Iowa,Washington,2022,Current Value (millions of dollars),1868.683689,412.173509,0.0
Iowa,West Virginia,2022,Current Value (millions of dollars),250.634645,0.0,
Iowa,Wisconsin,2022,Current Value (millions of dollars),9288.856649,0.0,0.0
Iowa,Wyoming,2022,Current Value (millions of dollars),438.077958,,
Kansas,Alabama,2022,Current Value (millions of dollars),800.431635,0.728035,0.007906
Kansas,Alaska,2022,Current Value (millions of dollars),20.425324,210.813332,
Kansas,Arizona,2022,Current Value (millions of dollars),1444.103782,39.130812,8.371077
Kansas,Arkansas,2022,Current Value (millions of dollars),1871.492489,,0.0
Kansas,California,2022,Current Value (millions of dollars),7337.054282,2617.552377,0.702713
Kansas,Colorado,2022,Current Value (millions of dollars),5392.57377,0.054963,0.0
Kansas,Connecticut,2022,Current Value (millions of dollars),461.074657,0.041385,0.0
Kansas,Delaware,2022,Current Value (millions of dollars),146.345859,0.139739,0.0
Kansas,District of Columbia,2022,Current Value (millions of dollars),35.69039,5.675454,
Kansas,Florida,2022,Current Value (millions of dollars),5054.328244,472.519383,0.579201
Kansas,Georgia,2022,Current Value (millions of dollars),4660.387961,104.138717,0.305751
Kansas,Hawaii,2022,Current Value (millions of dollars),49.865058,88.473074,
Kansas,Idaho,2022,Current Value (millions of dollars),488.066866,0.011591,
Kansas,Illinois,2022,Current Value (millions of dollars),9309.858707,658.816618,3.918859
Kansas,Indiana,2022,Current Value (millions of dollars),2377.262365,138.875469,0.09657
Kansas,Iowa,2022,Current Value (millions of dollars),4408.381629,3.913516,0.031605
Kansas,Kansas,2022,Current Value (millions of dollars),147937.1752,425.050496,115.756991
Kansas,Kentucky,2022,Current Value (millions of dollars),1056.603078,773.751912,
Kansas,Louisiana,2022,Current Value (millions of dollars),2942.547033,47.936406,0.0
Kansas,Maine,2022,Current Value (millions of dollars),199.876345,269.988351,0.0
Kansas,Maryland,2022,Current Value (millions of dollars),1350.283628,101.403569,0.0
Kansas,Massachusetts,2022,Current Value (millions of dollars),1348.484648,0.480289,0.002364
Kansas,Michigan,2022,Current Value (millions of dollars),2496.403915,1454.169917,0.035994
Kansas,Minnesota,2022,Current Value (millions of dollars),2592.778416,11.323068,0.0
Kansas,Mississippi,2022,Current Value (millions of dollars),898.191541,2.973833,
Kansas,Missouri,2022,Current Value (millions of dollars),24391.50905,34.219742,0.013326
Kansas,Montana,2022,Current Value (millions of dollars),420.335322,95.050037,0.007065
Kansas,Nebraska,2022,Current Value (millions of dollars),18886.84126,1.8,0.0
Kansas,Nevada,2022,Current Value (millions of dollars),502.393412,0.0,
Kansas,New Hampshire,2022,Current Value (millions of dollars),135.160407,0.633288,0.0
Kansas,New Jersey,2022,Current Value (millions of dollars),2029.199457,95.949151,0.061963
Kansas,New Mexico,2022,Current Value (millions of dollars),504.20899,8.30205,
Kansas,New York,2022,Current Value (millions of dollars),2958.096863,480.215864,0.157532
Kansas,North Carolina,2022,Current Value (millions of dollars),2392.207679,76.154605,0.097268
Kansas,North Dakota,2022,Current Value (millions of dollars),485.93877,445.293526,0.0
Kansas,Ohio,2022,Current Value (millions of dollars),3185.993599,3.720411,1.597073
Kansas,Oklahoma,2022,Current Value (millions of dollars),9074.318322,0.0,0.001087
Kansas,Oregon,2022,Current Value (millions of dollars),731.319111,0.724773,0.259266
Kansas,Pennsylvania,2022,Current Value (millions of dollars),3474.941969,75.182946,0.0
Kansas,Rhode Island,2022,Current Value (millions of dollars),53.479329,0.020503,0.0
Kansas,South Carolina,2022,Current Value (millions of dollars),1020.318517,62.496577,0.0
Kansas,South Dakota,2022,Current Value (millions of dollars),542.119619,0.967,
Kansas,Tennessee,2022,Current Value (millions of dollars),2822.1137,845.838716,0.0
Kansas,Texas,2022,Current Value (millions of dollars),17522.58646,3568.663098,2.067174
Kansas,Utah,2022,Current Value (millions of dollars),833.912726,,11.0
Kansas,Vermont,2022,Current Value (millions of dollars),90.433779,5.173916,0.0
Kansas,Virginia,2022,Current Value (millions of dollars),1114.403357,371.877514,0.0
Kansas,Washington,2022,Current Value (millions of dollars),7211.978197,431.58426,0.028111
Kansas,West Virginia,2022,Current Value (millions of dollars),113.387321,,0.011013
Kansas,Wisconsin,2022,Current Value (millions of dollars),2676.891695,0.0,0.005157
Kansas,Wyoming,2022,Current Value (millions of dollars),587.975785,,0.267326
Kentucky,Alabama,2022,Current Value (millions of dollars),4556.98503,2.70491,331.460787
Kentucky,Alaska,2022,Current Value (millions of dollars),80.342555,1110.063934,47.439925
Kentucky,Arizona,2022,Current Value (millions of dollars),1342.807107,23.470842,1016.823392
Kentucky,Arkansas,2022,Current Value (millions of dollars),1385.672785,,137.268308
Kentucky,California,2022,Current Value (millions of dollars),9202.18907,857.963064,13490.19461
Kentucky,Colorado,2022,Current Value (millions of dollars),1311.444155,0.087563,1185.260635
Kentucky,Connecticut,2022,Current Value (millions of dollars),1375.059761,0.0,563.646073
Kentucky,Delaware,2022,Current Value (millions of dollars),399.190578,7.063233,189.863322
Kentucky,District of Columbia,2022,Current Value (millions of dollars),174.978655,114.237553,20.131334
Kentucky,Florida,2022,Current Value (millions of dollars),9115.694162,2339.657026,2500.724861
Kentucky,Georgia,2022,Current Value (millions of dollars),7583.19085,3558.355498,1518.765336
Kentucky,Hawaii,2022,Current Value (millions of dollars),105.348731,29.490307,16.474686
Kentucky,Idaho,2022,Current Value (millions of dollars),166.145969,0.0,265.60799
Kentucky,Illinois,2022,Current Value (millions of dollars),12397.86118,3718.337026,2117.731784
Kentucky,Indiana,2022,Current Value (millions of dollars),20049.27793,93.654253,4021.176861
Kentucky,Iowa,2022,Current Value (millions of dollars),1789.493042,,189.903105
Kentucky,Kansas,2022,Current Value (millions of dollars),1681.830458,,382.589217
Kentucky,Kentucky,2022,Current Value (millions of dollars),122921.8901,5352.20927,10035.72586
Kentucky,Louisiana,2022,Current Value (millions of dollars),4747.654142,31.064169,184.749956
Kentucky,Maine,2022,Current Value (millions of dollars),582.42175,27.404205,51.044102
Kentucky,Maryland,2022,Current Value (millions of dollars),2069.212055,47.666575,804.127717
Kentucky,Massachusetts,2022,Current Value (millions of dollars),2499.43576,1.537834,2319.307369
Kentucky,Michigan,2022,Current Value (millions of dollars),8193.059605,4892.642691,2001.291471
Kentucky,Minnesota,2022,Current Value (millions of dollars),2390.26603,17.412167,2506.789423
Kentucky,Mississippi,2022,Current Value (millions of dollars),3165.529158,1.84905,695.947628
Kentucky,Missouri,2022,Current Value (millions of dollars),8001.601784,0.022158,298.872127
Kentucky,Montana,2022,Current Value (millions of dollars),140.636416,39.941473,66.100201
Kentucky,Nebraska,2022,Current Value (millions of dollars),1646.050803,,87.451002
Kentucky,Nevada,2022,Current Value (millions of dollars),934.064969,0.0,226.492823
Kentucky,New Hampshire,2022,Current Value (millions of dollars),903.476943,0.0,455.575944
Kentucky,New Jersey,2022,Current Value (millions of dollars),4007.875978,225.904228,4163.233992
Kentucky,New Mexico,2022,Current Value (millions of dollars),335.271772,0.293189,93.393506
Kentucky,New York,2022,Current Value (millions of dollars),3829.451311,3139.282327,2788.247766
Kentucky,North Carolina,2022,Current Value (millions of dollars),6869.528406,179.587755,2217.217067
Kentucky,North Dakota,2022,Current Value (millions of dollars),273.932798,365.274035,100.420576
Kentucky,Ohio,2022,Current Value (millions of dollars),20061.07566,27.311147,3408.865842
Kentucky,Oklahoma,2022,Current Value (millions of dollars),1065.053534,,290.302341
Kentucky,Oregon,2022,Current Value (millions of dollars),895.468583,0.346356,507.220576
Kentucky,Pennsylvania,2022,Current Value (millions of dollars),8820.94064,66.179597,1624.462068
Kentucky,Rhode Island,2022,Current Value (millions of dollars),166.489402,0.064868,144.035548
Kentucky,South Carolina,2022,Current Value (millions of dollars),3714.640193,277.921542,496.374592
Kentucky,South Dakota,2022,Current Value (millions of dollars),209.301109,9.716739,55.744559
Kentucky,Tennessee,2022,Current Value (millions of dollars),38560.51256,2396.761969,1772.154973
Kentucky,Texas,2022,Current Value (millions of dollars),14913.14807,2883.860786,6292.775339
Kentucky,Utah,2022,Current Value (millions of dollars),786.227896,0.012345,928.964427
Kentucky,Vermont,2022,Current Value (millions of dollars),152.465082,1.375039,100.714301
Kentucky,Virginia,2022,Current Value (millions of dollars),3700.44,3487.149743,548.197981
Kentucky,Washington,2022,Current Value (millions of dollars),2117.196721,210.793316,551.931749
Kentucky,West Virginia,2022,Current Value (millions of dollars),8748.423251,,120.096218
Kentucky,Wisconsin,2022,Current Value (millions of dollars),3819.862417,0.0,781.879168
Kentucky,Wyoming,2022,Current Value (millions of dollars),363.387429,,28.170263
Louisiana,Alabama,2022,Current Value (millions of dollars),4689.072692,217.626604,448.886325
Louisiana,Alaska,2022,Current Value (millions of dollars),65.71233,59.686581,0.66833
Louisiana,Arizona,2022,Current Value (millions of dollars),829.699286,6.205549,28.674717
Louisiana,Arkansas,2022,Current Value (millions of dollars),6244.877936,,426.134867
Louisiana,California,2022,Current Value (millions of dollars),5309.667467,222.569129,161.170845
Louisiana,Colorado,2022,Current Value (millions of dollars),570.711833,0.004055,23.688158
Louisiana,Connecticut,2022,Current Value (millions of dollars),2817.597432,0.0,86.066255
Louisiana,Delaware,2022,Current Value (millions of dollars),313.488212,0.046791,142.987176
Louisiana,District of Columbia,2022,Current Value (millions of dollars),87.379817,5.126607,50.070994
Louisiana,Florida,2022,Current Value (millions of dollars),14204.77073,793.126055,396.497619
Louisiana,Georgia,2022,Current Value (millions of dollars),8006.856822,432.056511,113.60296
Louisiana,Hawaii,2022,Current Value (millions of dollars),11.961431,1.899745,0.49461
Louisiana,Idaho,2022,Current Value (millions of dollars),116.118245,,1.914821
Louisiana,Illinois,2022,Current Value (millions of dollars),8965.347291,47.67237,1445.638059
Louisiana,Indiana,2022,Current Value (millions of dollars),3062.504448,0.376631,111.679349
Louisiana,Iowa,2022,Current Value (millions of dollars),2295.570281,0.0,42.711939
Louisiana,Kansas,2022,Current Value (millions of dollars),2163.224899,,218.959978
Louisiana,Kentucky,2022,Current Value (millions of dollars),3413.008787,84.002148,554.639912
Louisiana,Louisiana,2022,Current Value (millions of dollars),269407.8054,99350.92212,31716.27363
Louisiana,Maine,2022,Current Value (millions of dollars),55.830696,30.135729,4.461236
Louisiana,Maryland,2022,Current Value (millions of dollars),569.791372,1.290993,241.417962
Louisiana,Massachusetts,2022,Current Value (millions of dollars),568.486846,0.514225,18.427738
Louisiana,Michigan,2022,Current Value (millions of dollars),1784.05346,1467.398944,128.273013
Louisiana,Minnesota,2022,Current Value (millions of dollars),2103.250393,1.474063,445.10188
Louisiana,Mississippi,2022,Current Value (millions of dollars),44073.75718,82.95165,573.627979
Louisiana,Missouri,2022,Current Value (millions of dollars),1920.949203,,251.420612
Louisiana,Montana,2022,Current Value (millions of dollars),33.955679,66.684742,1.103841
Louisiana,Nebraska,2022,Current Value (millions of dollars),898.111746,,9.802134
Louisiana,Nevada,2022,Current Value (millions of dollars),283.523393,,9.521667
Louisiana,New Hampshire,2022,Current Value (millions of dollars),44.958015,28.00725,8.145858
Louisiana,New Jersey,2022,Current Value (millions of dollars),1970.13163,20.345943,530.890895
Louisiana,New Mexico,2022,Current Value (millions of dollars),462.419803,0.165201,0.569049
Louisiana,New York,2022,Current Value (millions of dollars),1048.799477,615.513175,620.73869
Louisiana,North Carolina,2022,Current Value (millions of dollars),2098.40691,20.284545,261.255882
Louisiana,North Dakota,2022,Current Value (millions of dollars),469.093024,964.657222,17.057193
Louisiana,Ohio,2022,Current Value (millions of dollars),6733.230803,0.340888,1529.956637
Louisiana,Oklahoma,2022,Current Value (millions of dollars),3332.438744,0.0,12.278076
Louisiana,Oregon,2022,Current Value (millions of dollars),602.417633,0.0,5.503031
Louisiana,Pennsylvania,2022,Current Value (millions of dollars),3752.363671,2.965554,260.131228
Louisiana,Rhode Island,2022,Current Value (millions of dollars),47.469017,0.020373,0.73958
Louisiana,South Carolina,2022,Current Value (millions of dollars),3474.43279,102.962887,213.798438
Louisiana,South Dakota,2022,Current Value (millions of dollars),53.093342,0.092348,1.678105
Louisiana,Tennessee,2022,Current Value (millions of dollars),6813.347509,87.889554,470.619777
Louisiana,Texas,2022,Current Value (millions of dollars),67314.69246,19568.86585,2026.282186
Louisiana,Utah,2022,Current Value (millions of dollars),466.886244,,3.998681
Louisiana,Vermont,2022,Current Value (millions of dollars),22.651659,1.250195,0.34791
Louisiana,Virginia,2022,Current Value (millions of dollars),3930.609011,28.586246,224.342315
Louisiana,Washington,2022,Current Value (millions of dollars),365.889857,112.968341,212.942529
Louisiana,West Virginia,2022,Current Value (millions of dollars),553.198969,,68.656842
Louisiana,Wisconsin,2022,Current Value (millions of dollars),1060.458273,0.0,122.502223
Louisiana,Wyoming,2022,Current Value (millions of dollars),144.399208,,0.045814
Maine,Alabama,2022,Current Value (millions of dollars),116.199693,0.12611,19.242029
Maine,Alaska,2022,Current Value (millions of dollars),16.286433,36.127822,0.702721
Maine,Arizona,2022,Current Value (millions of dollars),205.296467,0.257634,28.91127
Maine,Arkansas,2022,Current Value (millions of dollars),77.085375,,8.656563
Maine,California,2022,Current Value (millions of dollars),900.504747,11.503459,574.631417
Maine,Colorado,2022,Current Value (millions of dollars),121.65716,,5.337252
Maine,Connecticut,2022,Current Value (millions of dollars),1281.450973,0.0,125.585107
Maine,Delaware,2022,Current Value (millions of dollars),16.399895,4.14439,62.679192
Maine,District of Columbia,2022,Current Value (millions of dollars),19.540756,2.699033,30.19833
Maine,Florida,2022,Current Value (millions of dollars),437.812644,48.406371,468.703552
Maine,Georgia,2022,Current Value (millions of dollars),347.039019,0.305653,192.982687
Maine,Hawaii,2022,Current Value (millions of dollars),31.045424,6.271558,0.060651
Maine,Idaho,2022,Current Value (millions of dollars),15.844394,0.0,1.440922
Maine,Illinois,2022,Current Value (millions of dollars),510.734316,6.389509,137.546013
Maine,Indiana,2022,Current Value (millions of dollars),401.366838,0.00714,41.650221
Maine,Iowa,2022,Current Value (millions of dollars),49.583082,,1.88488
Maine,Kansas,2022,Current Value (millions of dollars),55.586856,,65.968857
Maine,Kentucky,2022,Current Value (millions of dollars),164.018166,113.484274,12.746316
Maine,Louisiana,2022,Current Value (millions of dollars),30.747972,0.659221,25.678231
Maine,Maine,2022,Current Value (millions of dollars),29520.77062,3248.426564,5298.768548
Maine,Maryland,2022,Current Value (millions of dollars),181.864827,4.810994,163.817407
Maine,Massachusetts,2022,Current Value (millions of dollars),5193.242834,247.113589,2679.695021
Maine,Michigan,2022,Current Value (millions of dollars),498.190932,45.437879,46.46192
Maine,Minnesota,2022,Current Value (millions of dollars),168.390482,0.149339,13.33
Maine,Mississippi,2022,Current Value (millions of dollars),73.633402,0.0,8.894278
Maine,Missouri,2022,Current Value (millions of dollars),125.733244,,18.197303
Maine,Montana,2022,Current Value (millions of dollars),12.026911,8.764066,7.210228
