Origin State,Type,Dest State,Year,Measure Names,Measure Values
Maryland,Import,Rhode Island,2022,Current Value (millions of dollars),19.606564
Maryland,Import,Pennsylvania,2022,Current Value (millions of dollars),4297.393564
Maryland,Import,Oregon,2022,Current Value (millions of dollars),68.603505
Maryland,Import,Oklahoma,2022,Current Value (millions of dollars),21.027073
Maryland,Import,Ohio,2022,Current Value (millions of dollars),711.059506
Maryland,Import,North Dakota,2022,Current Value (millions of dollars),25.778914
Maryland,Import,North Carolina,2022,Current Value (millions of dollars),470.012673
Maryland,Import,New York,2022,Current Value (millions of dollars),969.480382
Maryland,Import,New Mexico,2022,Current Value (millions of dollars),7.200158
Maryland,Import,New Jersey,2022,Current Value (millions of dollars),2779.952743
Maryland,Import,New Hampshire,2022,Current Value (millions of dollars),30.514001
Maryland,Import,Nevada,2022,Current Value (millions of dollars),19.671253
Maryland,Import,Nebraska,2022,Current Value (millions of dollars),145.961282
Maryland,Import,Montana,2022,Current Value (millions of dollars),2.458038
Maryland,Import,Missouri,2022,Current Value (millions of dollars),73.012556
Maryland,Import,Mississippi,2022,Current Value (millions of dollars),17.76264
Maryland,Import,Minnesota,2022,Current Value (millions of dollars),141.070345
Maryland,Import,Michigan,2022,Current Value (millions of dollars),3051.409614
Maryland,Import,Massachusetts,2022,Current Value (millions of dollars),252.383272
Maryland,Import,Maryland,2022,Current Value (millions of dollars),34669.266695
Maryland,Import,Maine,2022,Current Value (millions of dollars),12.208333
Maryland,Import,Louisiana,2022,Current Value (millions of dollars),93.481214
Maryland,Import,Kentucky,2022,Current Value (millions of dollars),340.822854
Maryland,Import,Kansas,2022,Current Value (millions of dollars),51.695534
Maryland,Import,Iowa,2022,Current Value (millions of dollars),147.944439
Maryland,Import,Indiana,2022,Current Value (millions of dollars),317.750343
Maryland,Import,Illinois,2022,Current Value (millions of dollars),1470.535176
Maryland,Import,Idaho,2022,Current Value (millions of dollars),11.334554
Maryland,Import,Hawaii,2022,Current Value (millions of dollars),0.02841
Maryland,Import,Georgia,2022,Current Value (millions of dollars),900.878285
Maryland,Import,Florida,2022,Current Value (millions of dollars),317.426907
Maryland,Import,District of Columbia,2022,Current Value (millions of dollars),51.432991
Maryland,Import,Delaware,2022,Current Value (millions of dollars),372.284001
Maryland,Import,Connecticut,2022,Current Value (millions of dollars),684.052293
Maryland,Import,Colorado,2022,Current Value (millions of dollars),158.941003
Maryland,Import,California,2022,Current Value (millions of dollars),635.632077
Maryland,Import,Arkansas,2022,Current Value (millions of dollars),3.378909
Maryland,Import,Arizona,2022,Current Value (millions of dollars),20.687528
Maryland,Import,Alaska,2022,Current Value (millions of dollars),0.891615
Maryland,Import,Alabama,2022,Current Value (millions of dollars),100.542773
Massachusetts,Domestic,Wyoming,2022,Current Value (millions of dollars),1150.840268
Massachusetts,Domestic,Wisconsin,2022,Current Value (millions of dollars),1700.947738
Massachusetts,Domestic,West Virginia,2022,Current Value (millions of dollars),783.330729
Massachusetts,Domestic,Washington,2022,Current Value (millions of dollars),1612.391205
Massachusetts,Domestic,Virginia,2022,Current Value (millions of dollars),3350.523999
Massachusetts,Domestic,Vermont,2022,Current Value (millions of dollars),3975.405833
Massachusetts,Domestic,Utah,2022,Current Value (millions of dollars),734.379216
Massachusetts,Domestic,Texas,2022,Current Value (millions of dollars),11323.689865
Massachusetts,Domestic,Tennessee,2022,Current Value (millions of dollars),3512.115899
Massachusetts,Domestic,South Dakota,2022,Current Value (millions of dollars),183.756931
Massachusetts,Domestic,South Carolina,2022,Current Value (millions of dollars),1540.920833
Massachusetts,Domestic,Rhode Island,2022,Current Value (millions of dollars),7617.245422
Massachusetts,Domestic,Pennsylvania,2022,Current Value (millions of dollars),7126.58826
Massachusetts,Domestic,Oregon,2022,Current Value (millions of dollars),839.504847
Massachusetts,Domestic,Oklahoma,2022,Current Value (millions of dollars),671.171134
Massachusetts,Domestic,Ohio,2022,Current Value (millions of dollars),5955.528447
Massachusetts,Domestic,North Dakota,2022,Current Value (millions of dollars),88.681703
Massachusetts,Domestic,North Carolina,2022,Current Value (millions of dollars),4563.306438
Massachusetts,Domestic,New York,2022,Current Value (millions of dollars),24646.917164
Massachusetts,Domestic,New Mexico,2022,Current Value (millions of dollars),238.930213
Massachusetts,Domestic,New Jersey,2022,Current Value (millions of dollars),6452.440678
Massachusetts,Domestic,New Hampshire,2022,Current Value (millions of dollars),30398.145647
Massachusetts,Domestic,Nevada,2022,Current Value (millions of dollars),813.980525
Massachusetts,Domestic,Nebraska,2022,Current Value (millions of dollars),407.338354
Massachusetts,Domestic,Montana,2022,Current Value (millions of dollars),200.573458
Massachusetts,Domestic,Missouri,2022,Current Value (millions of dollars),1125.776271
Massachusetts,Domestic,Mississippi,2022,Current Value (millions of dollars),786.56169
Massachusetts,Domestic,Minnesota,2022,Current Value (millions of dollars),1770.356543
Massachusetts,Domestic,Michigan,2022,Current Value (millions of dollars),2947.654841
Massachusetts,Domestic,Massachusetts,2022,Current Value (millions of dollars),153079.430382
Massachusetts,Domestic,Maryland,2022,Current Value (millions of dollars),2800.75205
Massachusetts,Domestic,Maine,2022,Current Value (millions of dollars),8384.069669
Massachusetts,Domestic,Louisiana,2022,Current Value (millions of dollars),1104.181895
Massachusetts,Domestic,Kentucky,2022,Current Value (millions of dollars),1409.398348
Massachusetts,Domestic,Kansas,2022,Current Value (millions of dollars),585.03484
Massachusetts,Domestic,Iowa,2022,Current Value (millions of dollars),967.37849
Massachusetts,Domestic,Indiana,2022,Current Value (millions of dollars),4339.709729
Massachusetts,Domestic,Illinois,2022,Current Value (millions of dollars),4470.579456
Massachusetts,Domestic,Idaho,2022,Current Value (millions of dollars),149.915123
Massachusetts,Domestic,Hawaii,2022,Current Value (millions of dollars),1550.150148
Massachusetts,Domestic,Georgia,2022,Current Value (millions of dollars),3567.685241
Massachusetts,Domestic,Florida,2022,Current Value (millions of dollars),7054.704537
Massachusetts,Domestic,District of Columbia,2022,Current Value (millions of dollars),433.198824
Massachusetts,Domestic,Delaware,2022,Current Value (millions of dollars),495.80325
Massachusetts,Domestic,Connecticut,2022,Current Value (millions of dollars),18560.116083
Massachusetts,Domestic,Colorado,2022,Current Value (millions of dollars),1929.535726
Massachusetts,Domestic,California,2022,Current Value (millions of dollars),10708.348044
Massachusetts,Domestic,Arkansas,2022,Current Value (millions of dollars),423.111863
Massachusetts,Domestic,Arizona,2022,Current Value (millions of dollars),2266.064663
Massachusetts,Domestic,Alaska,2022,Current Value (millions of dollars),34.397839
Massachusetts,Domestic,Alabama,2022,Current Value (millions of dollars),1703.159784
Massachusetts,Export,Wisconsin,2022,Current Value (millions of dollars),0.021687
Massachusetts,Export,Washington,2022,Current Value (millions of dollars),130.639861
Massachusetts,Export,Virginia,2022,Current Value (millions of dollars),25.579303
Massachusetts,Export,Vermont,2022,Current Value (millions of dollars),309.657145
Massachusetts,Export,Utah,2022,Current Value (millions of dollars),0.018918
Massachusetts,Export,Texas,2022,Current Value (millions of dollars),1762.848895
Massachusetts,Export,Tennessee,2022,Current Value (millions of dollars),1764.911134
Massachusetts,Export,South Dakota,2022,Current Value (millions of dollars),2.975796
Massachusetts,Export,South Carolina,2022,Current Value (millions of dollars),8.49111
Massachusetts,Export,Rhode Island,2022,Current Value (millions of dollars),23.582396
Massachusetts,Export,Pennsylvania,2022,Current Value (millions of dollars),393.33598
Massachusetts,Export,Oregon,2022,Current Value (millions of dollars),1.087149
Massachusetts,Export,Oklahoma,2022,Current Value (millions of dollars),0
Massachusetts,Export,Ohio,2022,Current Value (millions of dollars),10.375853
Massachusetts,Export,North Dakota,2022,Current Value (millions of dollars),107.160231
Massachusetts,Export,North Carolina,2022,Current Value (millions of dollars),3.795612
Massachusetts,Export,New York,2022,Current Value (millions of dollars),12543.189071
Massachusetts,Export,New Mexico,2022,Current Value (millions of dollars),0.379231
Massachusetts,Export,New Jersey,2022,Current Value (millions of dollars),1014.23782
Massachusetts,Export,New Hampshire,2022,Current Value (millions of dollars),99.061846
Massachusetts,Export,Nevada,2022,Current Value (millions of dollars),0
Massachusetts,Export,Montana,2022,Current Value (millions of dollars),30.197081
Massachusetts,Export,Missouri,2022,Current Value (millions of dollars),0.081008
Massachusetts,Export,Mississippi,2022,Current Value (millions of dollars),6.084129
Massachusetts,Export,Minnesota,2022,Current Value (millions of dollars),5.703007
Massachusetts,Export,Michigan,2022,Current Value (millions of dollars),530.346387
Massachusetts,Export,Massachusetts,2022,Current Value (millions of dollars),8087.28918
Massachusetts,Export,Maryland,2022,Current Value (millions of dollars),35.819691
Massachusetts,Export,Maine,2022,Current Value (millions of dollars),670.16132
Massachusetts,Export,Louisiana,2022,Current Value (millions of dollars),12.916657
Massachusetts,Export,Kentucky,2022,Current Value (millions of dollars),2040.715039
Massachusetts,Export,Indiana,2022,Current Value (millions of dollars),9.832205
Massachusetts,Export,Illinois,2022,Current Value (millions of dollars),988.146165
Massachusetts,Export,Idaho,2022,Current Value (millions of dollars),0
Massachusetts,Export,Hawaii,2022,Current Value (millions of dollars),43.135894
Massachusetts,Export,Georgia,2022,Current Value (millions of dollars),616.688712
Massachusetts,Export,Florida,2022,Current Value (millions of dollars),1124.821127
Massachusetts,Export,District of Columbia,2022,Current Value (millions of dollars),171.629143
Massachusetts,Export,Delaware,2022,Current Value (millions of dollars),18.963548
Massachusetts,Export,Connecticut,2022,Current Value (millions of dollars),0.943133
Massachusetts,Export,Colorado,2022,Current Value (millions of dollars),0
Massachusetts,Export,California,2022,Current Value (millions of dollars),1490.872221
Massachusetts,Export,Arkansas,2022,Current Value (millions of dollars),0
Massachusetts,Export,Arizona,2022,Current Value (millions of dollars),61.547477
Massachusetts,Export,Alaska,2022,Current Value (millions of dollars),1249.047013
Massachusetts,Export,Alabama,2022,Current Value (millions of dollars),5.176689
Massachusetts,Import,Wyoming,2022,Current Value (millions of dollars),5.873799
Massachusetts,Import,Wisconsin,2022,Current Value (millions of dollars),8.161963
Massachusetts,Import,West Virginia,2022,Current Value (millions of dollars),1.474363
Massachusetts,Import,Washington,2022,Current Value (millions of dollars),47.844139
Massachusetts,Import,Virginia,2022,Current Value (millions of dollars),18.038213
Massachusetts,Import,Vermont,2022,Current Value (millions of dollars),96.725991
Massachusetts,Import,Utah,2022,Current Value (millions of dollars),19.839419
Massachusetts,Import,Texas,2022,Current Value (millions of dollars),97.577531
Massachusetts,Import,Tennessee,2022,Current Value (millions of dollars),33.441601
Massachusetts,Import,South Dakota,2022,Current Value (millions of dollars),0.461378
Massachusetts,Import,South Carolina,2022,Current Value (millions of dollars),12.228792
Massachusetts,Import,Rhode Island,2022,Current Value (millions of dollars),902.257497
Massachusetts,Import,Pennsylvania,2022,Current Value (millions of dollars),50.75129
Massachusetts,Import,Oregon,2022,Current Value (millions of dollars),5.357975
Massachusetts,Import,Oklahoma,2022,Current Value (millions of dollars),1.084735
Massachusetts,Import,Ohio,2022,Current Value (millions of dollars),61.905496
Massachusetts,Import,North Dakota,2022,Current Value (millions of dollars),1.231375
Massachusetts,Import,North Carolina,2022,Current Value (millions of dollars),24.099628
Massachusetts,Import,New York,2022,Current Value (millions of dollars),429.047799
Massachusetts,Import,New Mexico,2022,Current Value (millions of dollars),0.404196
Massachusetts,Import,New Jersey,2022,Current Value (millions of dollars),145.459901
Massachusetts,Import,New Hampshire,2022,Current Value (millions of dollars),1351.336362
Massachusetts,Import,Nevada,2022,Current Value (millions of dollars),2.373802
Massachusetts,Import,Nebraska,2022,Current Value (millions of dollars),0.930957
Massachusetts,Import,Montana,2022,Current Value (millions of dollars),0.58725
Massachusetts,Import,Missouri,2022,Current Value (millions of dollars),3.972476
Massachusetts,Import,Mississippi,2022,Current Value (millions of dollars),35.197522
Massachusetts,Import,Minnesota,2022,Current Value (millions of dollars),37.511292
Massachusetts,Import,Michigan,2022,Current Value (millions of dollars),15.344554
Massachusetts,Import,Massachusetts,2022,Current Value (millions of dollars),17132.211448
Massachusetts,Import,Maryland,2022,Current Value (millions of dollars),550.993311
Massachusetts,Import,Maine,2022,Current Value (millions of dollars),391.447003
Massachusetts,Import,Louisiana,2022,Current Value (millions of dollars),7.252359
Massachusetts,Import,Kentucky,2022,Current Value (millions of dollars),67.725267
Massachusetts,Import,Kansas,2022,Current Value (millions of dollars),4.291705
Massachusetts,Import,Iowa,2022,Current Value (millions of dollars),10.295532
Massachusetts,Import,Indiana,2022,Current Value (millions of dollars),20.639316
Massachusetts,Import,Illinois,2022,Current Value (millions of dollars),121.48342
Massachusetts,Import,Idaho,2022,Current Value (millions of dollars),2.731297
Massachusetts,Import,Hawaii,2022,Current Value (millions of dollars),0.251795
Massachusetts,Import,Georgia,2022,Current Value (millions of dollars),32.783282
Massachusetts,Import,Florida,2022,Current Value (millions of dollars),51.150683
Massachusetts,Import,District of Columbia,2022,Current Value (millions of dollars),1.961152
Massachusetts,Import,Delaware,2022,Current Value (millions of dollars),4.401933
Massachusetts,Import,Connecticut,2022,Current Value (millions of dollars),163.011054
Massachusetts,Import,Colorado,2022,Current Value (millions of dollars),4.601816
Massachusetts,Import,California,2022,Current Value (millions of dollars),229.264377
Massachusetts,Import,Arkansas,2022,Current Value (millions of dollars),0.526588
Massachusetts,Import,Arizona,2022,Current Value (millions of dollars),11.060487
Massachusetts,Import,Alaska,2022,Current Value (millions of dollars),0.983526
Massachusetts,Import,Alabama,2022,Current Value (millions of dollars),3.041226
Michigan,Domestic,Wyoming,2022,Current Value (millions of dollars),277.052653
Michigan,Domestic,Wisconsin,2022,Current Value (millions of dollars),12521.906966
Michigan,Domestic,West Virginia,2022,Current Value (millions of dollars),1476.854824
Michigan,Domestic,Washington,2022,Current Value (millions of dollars),3040.440141
Michigan,Domestic,Virginia,2022,Current Value (millions of dollars),3417.35983
Michigan,Domestic,Vermont,2022,Current Value (millions of dollars),270.12754
Michigan,Domestic,Utah,2022,Current Value (millions of dollars),1841.219455
Michigan,Domestic,Texas,2022,Current Value (millions of dollars),24145.32573
Michigan,Domestic,Tennessee,2022,Current Value (millions of dollars),10325.165844
Michigan,Domestic,South Dakota,2022,Current Value (millions of dollars),398.977274
Michigan,Domestic,South Carolina,2022,Current Value (millions of dollars),12397.77396
Michigan,Domestic,Rhode Island,2022,Current Value (millions of dollars),155.635533
Michigan,Domestic,Pennsylvania,2022,Current Value (millions of dollars),11780.81099
Michigan,Domestic,Oregon,2022,Current Value (millions of dollars),1651.805696
Michigan,Domestic,Oklahoma,2022,Current Value (millions of dollars),2669.078901
Michigan,Domestic,Ohio,2022,Current Value (millions of dollars),39730.047269
Michigan,Domestic,North Dakota,2022,Current Value (millions of dollars),701.350432
Michigan,Domestic,North Carolina,2022,Current Value (millions of dollars),7742.763141
Michigan,Domestic,New York,2022,Current Value (millions of dollars),7961.621499
Michigan,Domestic,New Mexico,2022,Current Value (millions of dollars),1329.973192
Michigan,Domestic,New Jersey,2022,Current Value (millions of dollars),6066.240494
Michigan,Domestic,New Hampshire,2022,Current Value (millions of dollars),755.039441
Michigan,Domestic,Nevada,2022,Current Value (millions of dollars),1444.687458
Michigan,Domestic,Nebraska,2022,Current Value (millions of dollars),1133.619303
Michigan,Domestic,Montana,2022,Current Value (millions of dollars),434.054112
Michigan,Domestic,Missouri,2022,Current Value (millions of dollars),8489.720762
Michigan,Domestic,Mississippi,2022,Current Value (millions of dollars),2540.595453
Michigan,Domestic,Minnesota,2022,Current Value (millions of dollars),6416.804262
Michigan,Domestic,Michigan,2022,Current Value (millions of dollars),366819.31926
Michigan,Domestic,Massachusetts,2022,Current Value (millions of dollars),3984.79605
Michigan,Domestic,Maryland,2022,Current Value (millions of dollars),4661.341796
Michigan,Domestic,Maine,2022,Current Value (millions of dollars),598.021946
Michigan,Domestic,Louisiana,2022,Current Value (millions of dollars),2082.687755
Michigan,Domestic,Kentucky,2022,Current Value (millions of dollars),11947.280389
Michigan,Domestic,Kansas,2022,Current Value (millions of dollars),2012.74153
Michigan,Domestic,Iowa,2022,Current Value (millions of dollars),5503.067612
Michigan,Domestic,Indiana,2022,Current Value (millions of dollars),31649.617221
Michigan,Domestic,Illinois,2022,Current Value (millions of dollars),23875.101943
Michigan,Domestic,Idaho,2022,Current Value (millions of dollars),677.482322
Michigan,Domestic,Hawaii,2022,Current Value (millions of dollars),98.378726
Michigan,Domestic,Georgia,2022,Current Value (millions of dollars),6439.825992
Michigan,Domestic,Florida,2022,Current Value (millions of dollars),9410.265113
Michigan,Domestic,District of Columbia,2022,Current Value (millions of dollars),99.054397
Michigan,Domestic,Delaware,2022,Current Value (millions of dollars),633.597849
Michigan,Domestic,Connecticut,2022,Current Value (millions of dollars),2110.341313
Michigan,Domestic,Colorado,2022,Current Value (millions of dollars),2407.269421
Michigan,Domestic,California,2022,Current Value (millions of dollars),13609.550027
Michigan,Domestic,Arkansas,2022,Current Value (millions of dollars),3241.097863
Michigan,Domestic,Arizona,2022,Current Value (millions of dollars),3263.994072
Michigan,Domestic,Alaska,2022,Current Value (millions of dollars),175.807902
Michigan,Domestic,Alabama,2022,Current Value (millions of dollars),4677.759227
Michigan,Export,Wisconsin,2022,Current Value (millions of dollars),0.480358
Michigan,Export,West Virginia,2022,Current Value (millions of dollars),0
Michigan,Export,Washington,2022,Current Value (millions of dollars),335.870714
Michigan,Export,Virginia,2022,Current Value (millions of dollars),2370.593012
Michigan,Export,Vermont,2022,Current Value (millions of dollars),7.426365
Michigan,Export,Utah,2022,Current Value (millions of dollars),0
Michigan,Export,Texas,2022,Current Value (millions of dollars),10507.461074
Michigan,Export,Tennessee,2022,Current Value (millions of dollars),866.928046
Michigan,Export,South Dakota,2022,Current Value (millions of dollars),21.290613
Michigan,Export,South Carolina,2022,Current Value (millions of dollars),74.882474
Michigan,Export,Rhode Island,2022,Current Value (millions of dollars),0.180233
Michigan,Export,Pennsylvania,2022,Current Value (millions of dollars),209.262833
Michigan,Export,Oregon,2022,Current Value (millions of dollars),647.615013
Michigan,Export,Oklahoma,2022,Current Value (millions of dollars),0
Michigan,Export,Ohio,2022,Current Value (millions of dollars),24.535179
Michigan,Export,North Dakota,2022,Current Value (millions of dollars),727.349816
Michigan,Export,North Carolina,2022,Current Value (millions of dollars),39.335396
Michigan,Export,New York,2022,Current Value (millions of dollars),2720.087129
Michigan,Export,New Mexico,2022,Current Value (millions of dollars),0.201114
Michigan,Export,New Jersey,2022,Current Value (millions of dollars),1063.177558
Michigan,Export,New Hampshire,2022,Current Value (millions of dollars),0
Michigan,Export,Nevada,2022,Current Value (millions of dollars),0
Michigan,Export,Nebraska,2022,Current Value (millions of dollars),0
Michigan,Export,Montana,2022,Current Value (millions of dollars),55.067243
Michigan,Export,Missouri,2022,Current Value (millions of dollars),0.477442
Michigan,Export,Mississippi,2022,Current Value (millions of dollars),0.685624
Michigan,Export,Minnesota,2022,Current Value (millions of dollars),47.835137
Michigan,Export,Michigan,2022,Current Value (millions of dollars),42705.679298
Michigan,Export,Massachusetts,2022,Current Value (millions of dollars),11.268663
Michigan,Export,Maryland,2022,Current Value (millions of dollars),1949.668134
Michigan,Export,Maine,2022,Current Value (millions of dollars),21.217678
Michigan,Export,Louisiana,2022,Current Value (millions of dollars),40.497864
Michigan,Export,Kentucky,2022,Current Value (millions of dollars),1116.347762
Michigan,Export,Indiana,2022,Current Value (millions of dollars),544.580688
Michigan,Export,Illinois,2022,Current Value (millions of dollars),4625.189408
Michigan,Export,Idaho,2022,Current Value (millions of dollars),0.027956
Michigan,Export,Hawaii,2022,Current Value (millions of dollars),23.902419
Michigan,Export,Georgia,2022,Current Value (millions of dollars),121.297233
Michigan,Export,Florida,2022,Current Value (millions of dollars),1482.68907
Michigan,Export,District of Columbia,2022,Current Value (millions of dollars),14.861179
Michigan,Export,Delaware,2022,Current Value (millions of dollars),1138.510069
Michigan,Export,Connecticut,2022,Current Value (millions of dollars),0.052026
Michigan,Export,Colorado,2022,Current Value (millions of dollars),19.263085
Michigan,Export,California,2022,Current Value (millions of dollars),2802.11102
Michigan,Export,Arkansas,2022,Current Value (millions of dollars),0
Michigan,Export,Arizona,2022,Current Value (millions of dollars),565.516809
Michigan,Export,Alaska,2022,Current Value (millions of dollars),331.502634
Michigan,Export,Alabama,2022,Current Value (millions of dollars),281.657373
Michigan,Import,Wyoming,2022,Current Value (millions of dollars),68.857529
Michigan,Import,Wisconsin,2022,Current Value (millions of dollars),4146.091666
Michigan,Import,West Virginia,2022,Current Value (millions of dollars),433.809898
Michigan,Import,Washington,2022,Current Value (millions of dollars),1168.632778
Michigan,Import,Virginia,2022,Current Value (millions of dollars),283.382204
Michigan,Import,Vermont,2022,Current Value (millions of dollars),16.800203
Michigan,Import,Utah,2022,Current Value (millions of dollars),771.245659
Michigan,Import,Texas,2022,Current Value (millions of dollars),10449.290532
Michigan,Import,Tennessee,2022,Current Value (millions of dollars),8186.118657
Michigan,Import,South Dakota,2022,Current Value (millions of dollars),204.04319
Michigan,Import,South Carolina,2022,Current Value (millions of dollars),840.829065
Michigan,Import,Rhode Island,2022,Current Value (millions of dollars),17.494184
Michigan,Import,Pennsylvania,2022,Current Value (millions of dollars),702.760145
Michigan,Import,Oregon,2022,Current Value (millions of dollars),508.841462
Michigan,Import,Oklahoma,2022,Current Value (millions of dollars),966.854316
Michigan,Import,Ohio,2022,Current Value (millions of dollars),10583.00795
Michigan,Import,North Dakota,2022,Current Value (millions of dollars),237.556058
Michigan,Import,North Carolina,2022,Current Value (millions of dollars),563.306762
Michigan,Import,New York,2022,Current Value (millions of dollars),532.41705
Michigan,Import,New Mexico,2022,Current Value (millions of dollars),278.159555
Michigan,Import,New Jersey,2022,Current Value (millions of dollars),455.886144
Michigan,Import,New Hampshire,2022,Current Value (millions of dollars),50.454845
Michigan,Import,Nevada,2022,Current Value (millions of dollars),742.67882
Michigan,Import,Nebraska,2022,Current Value (millions of dollars),608.433305
Michigan,Import,Montana,2022,Current Value (millions of dollars),296.532432
Michigan,Import,Missouri,2022,Current Value (millions of dollars),2261.075007
Michigan,Import,Mississippi,2022,Current Value (millions of dollars),783.160255
Michigan,Import,Minnesota,2022,Current Value (millions of dollars),3423.37829
Michigan,Import,Michigan,2022,Current Value (millions of dollars),54314.538922
Michigan,Import,Massachusetts,2022,Current Value (millions of dollars),238.660073
Michigan,Import,Maryland,2022,Current Value (millions of dollars),146.026864
Michigan,Import,Maine,2022,Current Value (millions of dollars),81.955691
Michigan,Import,Louisiana,2022,Current Value (millions of dollars),855.742173
Michigan,Import,Kentucky,2022,Current Value (millions of dollars),4763.817249
Michigan,Import,Kansas,2022,Current Value (millions of dollars),788.718089
Michigan,Import,Iowa,2022,Current Value (millions of dollars),1889.65028
Michigan,Import,Indiana,2022,Current Value (millions of dollars),9251.055463
Michigan,Import,Illinois,2022,Current Value (millions of dollars),9455.659987
Michigan,Import,Idaho,2022,Current Value (millions of dollars),189.359136
Michigan,Import,Hawaii,2022,Current Value (millions of dollars),14.223493
Michigan,Import,Georgia,2022,Current Value (millions of dollars),2585.80459
Michigan,Import,Florida,2022,Current Value (millions of dollars),1438.767217
Michigan,Import,District of Columbia,2022,Current Value (millions of dollars),3.594364
Michigan,Import,Delaware,2022,Current Value (millions of dollars),78.805743
Michigan,Import,Connecticut,2022,Current Value (millions of dollars),154.72113
Michigan,Import,Colorado,2022,Current Value (millions of dollars),793.329238
Michigan,Import,California,2022,Current Value (millions of dollars),12524.599481
Michigan,Import,Arkansas,2022,Current Value (millions of dollars),697.653255
Michigan,Import,Arizona,2022,Current Value (millions of dollars),951.908233
Michigan,Import,Alaska,2022,Current Value (millions of dollars),21.85574
Michigan,Import,Alabama,2022,Current Value (millions of dollars),2015.592123
Minnesota,Domestic,Wyoming,2022,Current Value (millions of dollars),254.851228
Minnesota,Domestic,Wisconsin,2022,Current Value (millions of dollars),36846.616475
Minnesota,Domestic,West Virginia,2022,Current Value (millions of dollars),388.619791
Minnesota,Domestic,Washington,2022,Current Value (millions of dollars),6337.389593
Minnesota,Domestic,Virginia,2022,Current Value (millions of dollars),1880.046334
Minnesota,Domestic,Vermont,2022,Current Value (millions of dollars),217.522658
Minnesota,Domestic,Utah,2022,Current Value (millions of dollars),1612.408393
Minnesota,Domestic,Texas,2022,Current Value (millions of dollars),13443.695424
Minnesota,Domestic,Tennessee,2022,Current Value (millions of dollars),8389.327819
Minnesota,Domestic,South Dakota,2022,Current Value (millions of dollars),7150.869275
Minnesota,Domestic,South Carolina,2022,Current Value (millions of dollars),1704.798409
Minnesota,Domestic,Rhode Island,2022,Current Value (millions of dollars),447.19595
Minnesota,Domestic,Pennsylvania,2022,Current Value (millions of dollars),5196.860611
Minnesota,Domestic,Oregon,2022,Current Value (millions of dollars),1404.818386
Minnesota,Domestic,Oklahoma,2022,Current Value (millions of dollars),1182.562774
Minnesota,Domestic,Ohio,2022,Current Value (millions of dollars),6175.998905
Minnesota,Domestic,North Dakota,2022,Current Value (millions of dollars),9070.064452
Minnesota,Domestic,North Carolina,2022,Current Value (millions of dollars),2570.927753
Minnesota,Domestic,New York,2022,Current Value (millions of dollars),5505.818326
Minnesota,Domestic,New Mexico,2022,Current Value (millions of dollars),1027.160277
Minnesota,Domestic,New Jersey,2022,Current Value (millions of dollars),5464.49061
Minnesota,Domestic,New Hampshire,2022,Current Value (millions of dollars),732.174997
Minnesota,Domestic,Nevada,2022,Current Value (millions of dollars),1236.513931
Minnesota,Domestic,Nebraska,2022,Current Value (millions of dollars),5416.925409
Minnesota,Domestic,Montana,2022,Current Value (millions of dollars),528.486454
Minnesota,Domestic,Missouri,2022,Current Value (millions of dollars),3818.988916
Minnesota,Domestic,Mississippi,2022,Current Value (millions of dollars),1113.9384
Minnesota,Domestic,Minnesota,2022,Current Value (millions of dollars),220951.309696
Minnesota,Domestic,Michigan,2022,Current Value (millions of dollars),4786.738029
Minnesota,Domestic,Massachusetts,2022,Current Value (millions of dollars),4334.060896
Minnesota,Domestic,Maryland,2022,Current Value (millions of dollars),1707.740906
Minnesota,Domestic,Maine,2022,Current Value (millions of dollars),299.331216
Minnesota,Domestic,Louisiana,2022,Current Value (millions of dollars),3278.986059
Minnesota,Domestic,Kentucky,2022,Current Value (millions of dollars),3278.028276
Minnesota,Domestic,Kansas,2022,Current Value (millions of dollars),2858.654099
Minnesota,Domestic,Iowa,2022,Current Value (millions of dollars),24115.144842
Minnesota,Domestic,Indiana,2022,Current Value (millions of dollars),5898.9897
Minnesota,Domestic,Illinois,2022,Current Value (millions of dollars),14240.361238
Minnesota,Domestic,Idaho,2022,Current Value (millions of dollars),823.052543
Minnesota,Domestic,Hawaii,2022,Current Value (millions of dollars),113.113657
Minnesota,Domestic,Georgia,2022,Current Value (millions of dollars),2831.955149
Minnesota,Domestic,Florida,2022,Current Value (millions of dollars),4942.386566
Minnesota,Domestic,District of Columbia,2022,Current Value (millions of dollars),103.684245
Minnesota,Domestic,Delaware,2022,Current Value (millions of dollars),1642.709146
Minnesota,Domestic,Connecticut,2022,Current Value (millions of dollars),1199.736067
Minnesota,Domestic,Colorado,2022,Current Value (millions of dollars),2869.797823
Minnesota,Domestic,California,2022,Current Value (millions of dollars),12053.516539
Minnesota,Domestic,Arkansas,2022,Current Value (millions of dollars),808.968047
Minnesota,Domestic,Arizona,2022,Current Value (millions of dollars),2275.287136
Minnesota,Domestic,Alaska,2022,Current Value (millions of dollars),160.918362
Minnesota,Domestic,Alabama,2022,Current Value (millions of dollars),1447.685634
Minnesota,Export,Wisconsin,2022,Current Value (millions of dollars),0.076671
Minnesota,Export,Washington,2022,Current Value (millions of dollars),1007.934928
Minnesota,Export,Virginia,2022,Current Value (millions of dollars),570.752004
Minnesota,Export,Vermont,2022,Current Value (millions of dollars),47.228918
Minnesota,Export,Utah,2022,Current Value (millions of dollars),0
Minnesota,Export,Texas,2022,Current Value (millions of dollars),2683.262051
