Origin State,Type,Dest State,Year,Measure Names,Measure Values
Colorado,Domestic,Louisiana,2022,Current Value (millions of dollars),1187.747727
Colorado,Domestic,Kentucky,2022,Current Value (millions of dollars),2077.991759
Colorado,Domestic,Kansas,2022,Current Value (millions of dollars),6921.477296
Colorado,Domestic,Iowa,2022,Current Value (millions of dollars),1773.423548
Colorado,Domestic,Indiana,2022,Current Value (millions of dollars),2578.090675
Colorado,Domestic,Illinois,2022,Current Value (millions of dollars),9050.316564
Colorado,Domestic,Idaho,2022,Current Value (millions of dollars),953.353956
Colorado,Domestic,Hawaii,2022,Current Value (millions of dollars),131.732961
Colorado,Domestic,Georgia,2022,Current Value (millions of dollars),1281.385666
Colorado,Domestic,Florida,2022,Current Value (millions of dollars),2514.788849
Colorado,Domestic,District of Columbia,2022,Current Value (millions of dollars),31.489131
Colorado,Domestic,Delaware,2022,Current Value (millions of dollars),73.747497
Colorado,Domestic,Connecticut,2022,Current Value (millions of dollars),358.215043
Colorado,Domestic,Colorado,2022,Current Value (millions of dollars),146902.351464
Colorado,Domestic,California,2022,Current Value (millions of dollars),10355.711637
Colorado,Domestic,Arkansas,2022,Current Value (millions of dollars),241.256591
Colorado,Domestic,Arizona,2022,Current Value (millions of dollars),2522.513415
Colorado,Domestic,Alaska,2022,Current Value (millions of dollars),643.105209
Colorado,Domestic,Alabama,2022,Current Value (millions of dollars),640.42979
Colorado,Export,Wisconsin,2022,Current Value (millions of dollars),0
Colorado,Export,Washington,2022,Current Value (millions of dollars),175.261037
Colorado,Export,Virginia,2022,Current Value (millions of dollars),87.699674
Colorado,Export,Vermont,2022,Current Value (millions of dollars),0.678555
Colorado,Export,Utah,2022,Current Value (millions of dollars),0.16759
Colorado,Export,Texas,2022,Current Value (millions of dollars),1782.233317
Colorado,Export,Tennessee,2022,Current Value (millions of dollars),533.076602
Colorado,Export,South Dakota,2022,Current Value (millions of dollars),3.711918
Colorado,Export,South Carolina,2022,Current Value (millions of dollars),4.53247
Colorado,Export,Rhode Island,2022,Current Value (millions of dollars),0.076534
Colorado,Export,Pennsylvania,2022,Current Value (millions of dollars),90.687012
Colorado,Export,Oregon,2022,Current Value (millions of dollars),2.25229
Colorado,Export,Ohio,2022,Current Value (millions of dollars),6.074555
Colorado,Export,North Dakota,2022,Current Value (millions of dollars),201.49168
Colorado,Export,North Carolina,2022,Current Value (millions of dollars),14.35874
Colorado,Export,New York,2022,Current Value (millions of dollars),463.320239
Colorado,Export,New Mexico,2022,Current Value (millions of dollars),6.084046
Colorado,Export,New Jersey,2022,Current Value (millions of dollars),153.375741
Colorado,Export,Nevada,2022,Current Value (millions of dollars),0.275653
Colorado,Export,Montana,2022,Current Value (millions of dollars),254.713338
Colorado,Export,Missouri,2022,Current Value (millions of dollars),0.016358
Colorado,Export,Mississippi,2022,Current Value (millions of dollars),0.020498
Colorado,Export,Minnesota,2022,Current Value (millions of dollars),10.350927
Colorado,Export,Michigan,2022,Current Value (millions of dollars),790.889326
Colorado,Export,Massachusetts,2022,Current Value (millions of dollars),0.271618
Colorado,Export,Maryland,2022,Current Value (millions of dollars),48.622183
Colorado,Export,Maine,2022,Current Value (millions of dollars),25.817479
Colorado,Export,Louisiana,2022,Current Value (millions of dollars),63.13833
Colorado,Export,Kentucky,2022,Current Value (millions of dollars),861.502159
Colorado,Export,Iowa,2022,Current Value (millions of dollars),0
Colorado,Export,Indiana,2022,Current Value (millions of dollars),0.440777
Colorado,Export,Illinois,2022,Current Value (millions of dollars),514.162847
Colorado,Export,Idaho,2022,Current Value (millions of dollars),0.002358
Colorado,Export,Hawaii,2022,Current Value (millions of dollars),30.106025
Colorado,Export,Georgia,2022,Current Value (millions of dollars),25.465443
Colorado,Export,Florida,2022,Current Value (millions of dollars),378.887085
Colorado,Export,District of Columbia,2022,Current Value (millions of dollars),31.449962
Colorado,Export,Delaware,2022,Current Value (millions of dollars),0.351385
Colorado,Export,Connecticut,2022,Current Value (millions of dollars),0.031593
Colorado,Export,Colorado,2022,Current Value (millions of dollars),842.387393
Colorado,Export,California,2022,Current Value (millions of dollars),2600.713744
Colorado,Export,Arizona,2022,Current Value (millions of dollars),47.66002
Colorado,Export,Alaska,2022,Current Value (millions of dollars),272.41577
Colorado,Export,Alabama,2022,Current Value (millions of dollars),1.183301
Colorado,Import,Wyoming,2022,Current Value (millions of dollars),7.566343
Colorado,Import,Wisconsin,2022,Current Value (millions of dollars),6.012052
Colorado,Import,West Virginia,2022,Current Value (millions of dollars),0
Colorado,Import,Washington,2022,Current Value (millions of dollars),0.209666
Colorado,Import,Virginia,2022,Current Value (millions of dollars),2.274757
Colorado,Import,Vermont,2022,Current Value (millions of dollars),0
Colorado,Import,Utah,2022,Current Value (millions of dollars),12.753324
Colorado,Import,Texas,2022,Current Value (millions of dollars),38.010359
Colorado,Import,Tennessee,2022,Current Value (millions of dollars),9.295936
Colorado,Import,South Dakota,2022,Current Value (millions of dollars),2.124959
Colorado,Import,South Carolina,2022,Current Value (millions of dollars),0.989767
Colorado,Import,Rhode Island,2022,Current Value (millions of dollars),0.005036
Colorado,Import,Pennsylvania,2022,Current Value (millions of dollars),5.274035
Colorado,Import,Oregon,2022,Current Value (millions of dollars),7.639351
Colorado,Import,Oklahoma,2022,Current Value (millions of dollars),0.38255
Colorado,Import,Ohio,2022,Current Value (millions of dollars),2.953431
Colorado,Import,North Dakota,2022,Current Value (millions of dollars),0.008862
Colorado,Import,North Carolina,2022,Current Value (millions of dollars),1.158127
Colorado,Import,New York,2022,Current Value (millions of dollars),16.672023
Colorado,Import,New Mexico,2022,Current Value (millions of dollars),0.630931
Colorado,Import,New Jersey,2022,Current Value (millions of dollars),77.825203
Colorado,Import,New Hampshire,2022,Current Value (millions of dollars),0.204015
Colorado,Import,Nevada,2022,Current Value (millions of dollars),1.020191
Colorado,Import,Nebraska,2022,Current Value (millions of dollars),3.23265
Colorado,Import,Montana,2022,Current Value (millions of dollars),2.198574
Colorado,Import,Missouri,2022,Current Value (millions of dollars),0.739221
Colorado,Import,Mississippi,2022,Current Value (millions of dollars),0.131628
Colorado,Import,Minnesota,2022,Current Value (millions of dollars),1.068839
Colorado,Import,Michigan,2022,Current Value (millions of dollars),1.996161
Colorado,Import,Massachusetts,2022,Current Value (millions of dollars),3.565829
Colorado,Import,Maryland,2022,Current Value (millions of dollars),0.60328
Colorado,Import,Maine,2022,Current Value (millions of dollars),0.032361
Colorado,Import,Louisiana,2022,Current Value (millions of dollars),0.025383
Colorado,Import,Kentucky,2022,Current Value (millions of dollars),0.289008
Colorado,Import,Kansas,2022,Current Value (millions of dollars),1.977578
Colorado,Import,Iowa,2022,Current Value (millions of dollars),3.523527
Colorado,Import,Indiana,2022,Current Value (millions of dollars),10.560763
Colorado,Import,Illinois,2022,Current Value (millions of dollars),5.242105
Colorado,Import,Idaho,2022,Current Value (millions of dollars),0.082547
Colorado,Import,Hawaii,2022,Current Value (millions of dollars),0
Colorado,Import,Georgia,2022,Current Value (millions of dollars),6.678361
Colorado,Import,Florida,2022,Current Value (millions of dollars),4.621132
Colorado,Import,District of Columbia,2022,Current Value (millions of dollars),0.013505
Colorado,Import,Delaware,2022,Current Value (millions of dollars),0.413921
Colorado,Import,Connecticut,2022,Current Value (millions of dollars),0.702669
Colorado,Import,Colorado,2022,Current Value (millions of dollars),877.417091
Colorado,Import,California,2022,Current Value (millions of dollars),16.565829
Colorado,Import,Arkansas,2022,Current Value (millions of dollars),0.003202
Colorado,Import,Arizona,2022,Current Value (millions of dollars),2.888867
Colorado,Import,Alaska,2022,Current Value (millions of dollars),0
Colorado,Import,Alabama,2022,Current Value (millions of dollars),0.086234
Connecticut,Domestic,Wyoming,2022,Current Value (millions of dollars),37.54328
Connecticut,Domestic,Wisconsin,2022,Current Value (millions of dollars),1146.244939
Connecticut,Domestic,West Virginia,2022,Current Value (millions of dollars),143.022778
Connecticut,Domestic,Washington,2022,Current Value (millions of dollars),730.926602
Connecticut,Domestic,Virginia,2022,Current Value (millions of dollars),1410.724273
Connecticut,Domestic,Vermont,2022,Current Value (millions of dollars),1181.078541
Connecticut,Domestic,Utah,2022,Current Value (millions of dollars),423.158496
Connecticut,Domestic,Texas,2022,Current Value (millions of dollars),4186.166607
Connecticut,Domestic,Tennessee,2022,Current Value (millions of dollars),1023.617739
Connecticut,Domestic,South Dakota,2022,Current Value (millions of dollars),130.071028
Connecticut,Domestic,South Carolina,2022,Current Value (millions of dollars),1101.871024
Connecticut,Domestic,Rhode Island,2022,Current Value (millions of dollars),6880.907538
Connecticut,Domestic,Pennsylvania,2022,Current Value (millions of dollars),6569.943443
Connecticut,Domestic,Oregon,2022,Current Value (millions of dollars),341.306376
Connecticut,Domestic,Oklahoma,2022,Current Value (millions of dollars),473.001598
Connecticut,Domestic,Ohio,2022,Current Value (millions of dollars),2718.383229
Connecticut,Domestic,North Dakota,2022,Current Value (millions of dollars),60.313888
Connecticut,Domestic,North Carolina,2022,Current Value (millions of dollars),2785.625108
Connecticut,Domestic,New York,2022,Current Value (millions of dollars),34087.762685
Connecticut,Domestic,New Mexico,2022,Current Value (millions of dollars),78.742861
Connecticut,Domestic,New Jersey,2022,Current Value (millions of dollars),9382.647017
Connecticut,Domestic,New Hampshire,2022,Current Value (millions of dollars),3976.106056
Connecticut,Domestic,Nevada,2022,Current Value (millions of dollars),289.695587
Connecticut,Domestic,Nebraska,2022,Current Value (millions of dollars),340.21909
Connecticut,Domestic,Montana,2022,Current Value (millions of dollars),45.125744
Connecticut,Domestic,Missouri,2022,Current Value (millions of dollars),980.348248
Connecticut,Domestic,Mississippi,2022,Current Value (millions of dollars),352.331425
Connecticut,Domestic,Minnesota,2022,Current Value (millions of dollars),1301.465433
Connecticut,Domestic,Michigan,2022,Current Value (millions of dollars),1674.58704
Connecticut,Domestic,Massachusetts,2022,Current Value (millions of dollars),25792.252751
Connecticut,Domestic,Maryland,2022,Current Value (millions of dollars),1166.070281
Connecticut,Domestic,Maine,2022,Current Value (millions of dollars),2026.95724
Connecticut,Domestic,Louisiana,2022,Current Value (millions of dollars),340.87591
Connecticut,Domestic,Kentucky,2022,Current Value (millions of dollars),858.627949
Connecticut,Domestic,Kansas,2022,Current Value (millions of dollars),572.794671
Connecticut,Domestic,Iowa,2022,Current Value (millions of dollars),397.71951
Connecticut,Domestic,Indiana,2022,Current Value (millions of dollars),1710.248537
Connecticut,Domestic,Illinois,2022,Current Value (millions of dollars),4287.879725
Connecticut,Domestic,Idaho,2022,Current Value (millions of dollars),363.184998
Connecticut,Domestic,Hawaii,2022,Current Value (millions of dollars),210.349381
Connecticut,Domestic,Georgia,2022,Current Value (millions of dollars),1976.984491
Connecticut,Domestic,Florida,2022,Current Value (millions of dollars),3679.712297
Connecticut,Domestic,District of Columbia,2022,Current Value (millions of dollars),407.533736
Connecticut,Domestic,Delaware,2022,Current Value (millions of dollars),714.288468
Connecticut,Domestic,Connecticut,2022,Current Value (millions of dollars),100968.179972
Connecticut,Domestic,Colorado,2022,Current Value (millions of dollars),594.927184
Connecticut,Domestic,California,2022,Current Value (millions of dollars),5561.249977
Connecticut,Domestic,Arkansas,2022,Current Value (millions of dollars),387.62664
Connecticut,Domestic,Arizona,2022,Current Value (millions of dollars),872.810906
Connecticut,Domestic,Alaska,2022,Current Value (millions of dollars),25.606749
Connecticut,Domestic,Alabama,2022,Current Value (millions of dollars),516.40811
Connecticut,Export,Wisconsin,2022,Current Value (millions of dollars),0.009217
Connecticut,Export,Washington,2022,Current Value (millions of dollars),703.866004
Connecticut,Export,Virginia,2022,Current Value (millions of dollars),20.012573
Connecticut,Export,Vermont,2022,Current Value (millions of dollars),114.261835
Connecticut,Export,Utah,2022,Current Value (millions of dollars),0.127665
Connecticut,Export,Texas,2022,Current Value (millions of dollars),1228.842713
Connecticut,Export,Tennessee,2022,Current Value (millions of dollars),841.073014
Connecticut,Export,South Dakota,2022,Current Value (millions of dollars),1.519316
Connecticut,Export,South Carolina,2022,Current Value (millions of dollars),20.371859
Connecticut,Export,Rhode Island,2022,Current Value (millions of dollars),5.942947
Connecticut,Export,Pennsylvania,2022,Current Value (millions of dollars),154.320831
Connecticut,Export,Oregon,2022,Current Value (millions of dollars),0.005315
Connecticut,Export,Ohio,2022,Current Value (millions of dollars),3.590825
Connecticut,Export,North Dakota,2022,Current Value (millions of dollars),80.800479
Connecticut,Export,North Carolina,2022,Current Value (millions of dollars),9.357674
Connecticut,Export,New York,2022,Current Value (millions of dollars),8252.333959
Connecticut,Export,New Mexico,2022,Current Value (millions of dollars),0.013723
Connecticut,Export,New Jersey,2022,Current Value (millions of dollars),324.359059
Connecticut,Export,Nevada,2022,Current Value (millions of dollars),0
Connecticut,Export,Montana,2022,Current Value (millions of dollars),28.295151
Connecticut,Export,Missouri,2022,Current Value (millions of dollars),0
Connecticut,Export,Mississippi,2022,Current Value (millions of dollars),0
Connecticut,Export,Minnesota,2022,Current Value (millions of dollars),5.881018
Connecticut,Export,Michigan,2022,Current Value (millions of dollars),305.807091
Connecticut,Export,Massachusetts,2022,Current Value (millions of dollars),53.544641
Connecticut,Export,Maryland,2022,Current Value (millions of dollars),76.76574
Connecticut,Export,Maine,2022,Current Value (millions of dollars),88.281936
Connecticut,Export,Louisiana,2022,Current Value (millions of dollars),55.381325
Connecticut,Export,Kentucky,2022,Current Value (millions of dollars),749.992556
Connecticut,Export,Indiana,2022,Current Value (millions of dollars),0.953633
Connecticut,Export,Illinois,2022,Current Value (millions of dollars),200.41778
Connecticut,Export,Idaho,2022,Current Value (millions of dollars),0.035883
Connecticut,Export,Hawaii,2022,Current Value (millions of dollars),17.472588
Connecticut,Export,Georgia,2022,Current Value (millions of dollars),171.919408
Connecticut,Export,Florida,2022,Current Value (millions of dollars),448.360532
Connecticut,Export,District of Columbia,2022,Current Value (millions of dollars),40.972438
Connecticut,Export,Delaware,2022,Current Value (millions of dollars),13.487218
Connecticut,Export,Connecticut,2022,Current Value (millions of dollars),460.125405
Connecticut,Export,Colorado,2022,Current Value (millions of dollars),0.016118
Connecticut,Export,California,2022,Current Value (millions of dollars),180.800193
Connecticut,Export,Arizona,2022,Current Value (millions of dollars),28.952336
Connecticut,Export,Alaska,2022,Current Value (millions of dollars),235.168145
Connecticut,Export,Alabama,2022,Current Value (millions of dollars),0.525479
Connecticut,Import,Wisconsin,2022,Current Value (millions of dollars),0.190594
Connecticut,Import,Washington,2022,Current Value (millions of dollars),0.921899
Connecticut,Import,Virginia,2022,Current Value (millions of dollars),2.783629
Connecticut,Import,Vermont,2022,Current Value (millions of dollars),0.44387
Connecticut,Import,Utah,2022,Current Value (millions of dollars),0
Connecticut,Import,Texas,2022,Current Value (millions of dollars),70.564225
Connecticut,Import,Tennessee,2022,Current Value (millions of dollars),0.006708
Connecticut,Import,South Carolina,2022,Current Value (millions of dollars),7.040581
Connecticut,Import,Rhode Island,2022,Current Value (millions of dollars),9.825896
Connecticut,Import,Pennsylvania,2022,Current Value (millions of dollars),23.798806
Connecticut,Import,Oregon,2022,Current Value (millions of dollars),0.804593
Connecticut,Import,Oklahoma,2022,Current Value (millions of dollars),0
Connecticut,Import,Ohio,2022,Current Value (millions of dollars),520.750662
Connecticut,Import,North Dakota,2022,Current Value (millions of dollars),0
Connecticut,Import,North Carolina,2022,Current Value (millions of dollars),9.776839
Connecticut,Import,New York,2022,Current Value (millions of dollars),50.63464
Connecticut,Import,New Mexico,2022,Current Value (millions of dollars),0
Connecticut,Import,New Jersey,2022,Current Value (millions of dollars),17.607755
Connecticut,Import,New Hampshire,2022,Current Value (millions of dollars),29.652387
Connecticut,Import,Nevada,2022,Current Value (millions of dollars),0
Connecticut,Import,Nebraska,2022,Current Value (millions of dollars),0
Connecticut,Import,Montana,2022,Current Value (millions of dollars),0
Connecticut,Import,Missouri,2022,Current Value (millions of dollars),0
Connecticut,Import,Mississippi,2022,Current Value (millions of dollars),0
Connecticut,Import,Minnesota,2022,Current Value (millions of dollars),0.582861
Connecticut,Import,Michigan,2022,Current Value (millions of dollars),1.598457
Connecticut,Import,Massachusetts,2022,Current Value (millions of dollars),240.798565
Connecticut,Import,Maryland,2022,Current Value (millions of dollars),0.590078
Connecticut,Import,Maine,2022,Current Value (millions of dollars),1.997351
Connecticut,Import,Louisiana,2022,Current Value (millions of dollars),0.017021
Connecticut,Import,Kentucky,2022,Current Value (millions of dollars),0.136225
Connecticut,Import,Kansas,2022,Current Value (millions of dollars),0.037444
Connecticut,Import,Iowa,2022,Current Value (millions of dollars),0.003101
Connecticut,Import,Indiana,2022,Current Value (millions of dollars),0.348456
Connecticut,Import,Illinois,2022,Current Value (millions of dollars),43.142407
Connecticut,Import,Idaho,2022,Current Value (millions of dollars),0
Connecticut,Import,Hawaii,2022,Current Value (millions of dollars),0
Connecticut,Import,Georgia,2022,Current Value (millions of dollars),21.005745
Connecticut,Import,Florida,2022,Current Value (millions of dollars),24.819255
Connecticut,Import,Delaware,2022,Current Value (millions of dollars),0.120205
Connecticut,Import,Connecticut,2022,Current Value (millions of dollars),2583.163735
Connecticut,Import,Colorado,2022,Current Value (millions of dollars),0.24607
Connecticut,Import,California,2022,Current Value (millions of dollars),2.515399
Connecticut,Import,Arkansas,2022,Current Value (millions of dollars),0.115383
Connecticut,Import,Arizona,2022,Current Value (millions of dollars),0.136991
Connecticut,Import,Alaska,2022,Current Value (millions of dollars),0
Connecticut,Import,Alabama,2022,Current Value (millions of dollars),4.439957
Delaware,Domestic,Wyoming,2022,Current Value (millions of dollars),9.925309
Delaware,Domestic,Wisconsin,2022,Current Value (millions of dollars),306.481039
Delaware,Domestic,West Virginia,2022,Current Value (millions of dollars),157.823417
Delaware,Domestic,Washington,2022,Current Value (millions of dollars),189.258463
Delaware,Domestic,Virginia,2022,Current Value (millions of dollars),1380.913917
Delaware,Domestic,Vermont,2022,Current Value (millions of dollars),63.440975
Delaware,Domestic,Utah,2022,Current Value (millions of dollars),305.218786
Delaware,Domestic,Texas,2022,Current Value (millions of dollars),1617.364984
Delaware,Domestic,Tennessee,2022,Current Value (millions of dollars),895.407335
Delaware,Domestic,South Dakota,2022,Current Value (millions of dollars),94.469099
Delaware,Domestic,South Carolina,2022,Current Value (millions of dollars),252.954462
Delaware,Domestic,Rhode Island,2022,Current Value (millions of dollars),98.666594
Delaware,Domestic,Pennsylvania,2022,Current Value (millions of dollars),12049.952446
Delaware,Domestic,Oregon,2022,Current Value (millions of dollars),179.23842
Delaware,Domestic,Oklahoma,2022,Current Value (millions of dollars),38.792036
Delaware,Domestic,Ohio,2022,Current Value (millions of dollars),5687.961933
Delaware,Domestic,North Dakota,2022,Current Value (millions of dollars),38.126753
Delaware,Domestic,North Carolina,2022,Current Value (millions of dollars),597.910532
Delaware,Domestic,New York,2022,Current Value (millions of dollars),1635.576822
Delaware,Domestic,New Mexico,2022,Current Value (millions of dollars),24.521234
Delaware,Domestic,New Jersey,2022,Current Value (millions of dollars),5884.4091
Delaware,Domestic,New Hampshire,2022,Current Value (millions of dollars),143.622059
Delaware,Domestic,Nevada,2022,Current Value (millions of dollars),100.431752
Delaware,Domestic,Nebraska,2022,Current Value (millions of dollars),27.241547
Delaware,Domestic,Montana,2022,Current Value (millions of dollars),17.793813
Delaware,Domestic,Missouri,2022,Current Value (millions of dollars),603.792666
Delaware,Domestic,Mississippi,2022,Current Value (millions of dollars),31.56538
Delaware,Domestic,Minnesota,2022,Current Value (millions of dollars),145.528682
Delaware,Domestic,Michigan,2022,Current Value (millions of dollars),473.147862
Delaware,Domestic,Massachusetts,2022,Current Value (millions of dollars),1903.882736
Delaware,Domestic,Maryland,2022,Current Value (millions of dollars),5500.98604
Delaware,Domestic,Maine,2022,Current Value (millions of dollars),127.17602
Delaware,Domestic,Louisiana,2022,Current Value (millions of dollars),245.955334
Delaware,Domestic,Kentucky,2022,Current Value (millions of dollars),430.068841
Delaware,Domestic,Kansas,2022,Current Value (millions of dollars),34.955153
Delaware,Domestic,Iowa,2022,Current Value (millions of dollars),162.077668
Delaware,Domestic,Indiana,2022,Current Value (millions of dollars),535.245431
Delaware,Domestic,Illinois,2022,Current Value (millions of dollars),1003.138106
Delaware,Domestic,Idaho,2022,Current Value (millions of dollars),17.953226
Delaware,Domestic,Hawaii,2022,Current Value (millions of dollars),1.670346
Delaware,Domestic,Georgia,2022,Current Value (millions of dollars),1050.38306
Delaware,Domestic,Florida,2022,Current Value (millions of dollars),1001.205728
Delaware,Domestic,District of Columbia,2022,Current Value (millions of dollars),48.467563
Delaware,Domestic,Delaware,2022,Current Value (millions of dollars),25582.194831
Delaware,Domestic,Connecticut,2022,Current Value (millions of dollars),529.586579
Delaware,Domestic,Colorado,2022,Current Value (millions of dollars),469.677745
Delaware,Domestic,California,2022,Current Value (millions of dollars),1843.864705
Delaware,Domestic,Arkansas,2022,Current Value (millions of dollars),220.887986
Delaware,Domestic,Arizona,2022,Current Value (millions of dollars),899.988603
Delaware,Domestic,Alaska,2022,Current Value (millions of dollars),4.2931
Delaware,Domestic,Alabama,2022,Current Value (millions of dollars),145.625145
Delaware,Export,Washington,2022,Current Value (millions of dollars),503.656391
Delaware,Export,Virginia,2022,Current Value (millions of dollars),115.426302
Delaware,Export,Vermont,2022,Current Value (millions of dollars),0.496579
Delaware,Export,Texas,2022,Current Value (millions of dollars),206.863234
Delaware,Export,Tennessee,2022,Current Value (millions of dollars),301.973868
Delaware,Export,South Dakota,2022,Current Value (millions of dollars),0.159958
Delaware,Export,South Carolina,2022,Current Value (millions of dollars),2.620895
Delaware,Export,Rhode Island,2022,Current Value (millions of dollars),1.073083
Delaware,Export,Pennsylvania,2022,Current Value (millions of dollars),280.299805
Delaware,Export,Oregon,2022,Current Value (millions of dollars),0
Delaware,Export,Ohio,2022,Current Value (millions of dollars),7.65746
Delaware,Export,North Dakota,2022,Current Value (millions of dollars),30.262965
Delaware,Export,North Carolina,2022,Current Value (millions of dollars),8.003903
Delaware,Export,New York,2022,Current Value (millions of dollars),1854.910493
Delaware,Export,New Mexico,2022,Current Value (millions of dollars),0.017446
Delaware,Export,New Jersey,2022,Current Value (millions of dollars),179.907783
Delaware,Export,New Hampshire,2022,Current Value (millions of dollars),0
Delaware,Export,Nebraska,2022,Current Value (millions of dollars),0
Delaware,Export,Montana,2022,Current Value (millions of dollars),3.347865
Delaware,Export,Mississippi,2022,Current Value (millions of dollars),0.979506
Delaware,Export,Minnesota,2022,Current Value (millions of dollars),0.390795
Delaware,Export,Michigan,2022,Current Value (millions of dollars),129.930422
Delaware,Export,Massachusetts,2022,Current Value (millions of dollars),1.908066
Delaware,Export,Maryland,2022,Current Value (millions of dollars),146.058727
Delaware,Export,Maine,2022,Current Value (millions of dollars),19.937694
Delaware,Export,Louisiana,2022,Current Value (millions of dollars),4.951413
Delaware,Export,Kentucky,2022,Current Value (millions of dollars),111.399831
Delaware,Export,Indiana,2022,Current Value (millions of dollars),0.818353
Delaware,Export,Illinois,2022,Current Value (millions of dollars),43.937448
Delaware,Export,Idaho,2022,Current Value (millions of dollars),0
Delaware,Export,Hawaii,2022,Current Value (millions of dollars),1.028978
Delaware,Export,Georgia,2022,Current Value (millions of dollars),6.384817
Delaware,Export,Florida,2022,Current Value (millions of dollars),200.393263
Delaware,Export,District of Columbia,2022,Current Value (millions of dollars),189.639366
Delaware,Export,Delaware,2022,Current Value (millions of dollars),443.405971
Delaware,Export,Colorado,2022,Current Value (millions of dollars),0
Delaware,Export,California,2022,Current Value (millions of dollars),67.650038
Delaware,Export,Arkansas,2022,Current Value (millions of dollars),0
Delaware,Export,Arizona,2022,Current Value (millions of dollars),5.635022
Delaware,Export,Alaska,2022,Current Value (millions of dollars),427.01539
Delaware,Export,Alabama,2022,Current Value (millions of dollars),0.226644
Delaware,Import,Wyoming,2022,Current Value (millions of dollars),0
Delaware,Import,Wisconsin,2022,Current Value (millions of dollars),0
Delaware,Import,Washington,2022,Current Value (millions of dollars),18.149854
Delaware,Import,Virginia,2022,Current Value (millions of dollars),20.690568
Delaware,Import,Texas,2022,Current Value (millions of dollars),3.577228
Delaware,Import,Tennessee,2022,Current Value (millions of dollars),2.809195
Delaware,Import,South Carolina,2022,Current Value (millions of dollars),0.099544
Delaware,Import,Rhode Island,2022,Current Value (millions of dollars),0.486458
Delaware,Import,Pennsylvania,2022,Current Value (millions of dollars),1021.915147
Delaware,Import,Oregon,2022,Current Value (millions of dollars),0
Delaware,Import,Oklahoma,2022,Current Value (millions of dollars),0
Delaware,Import,Ohio,2022,Current Value (millions of dollars),0.199491
Delaware,Import,North Carolina,2022,Current Value (millions of dollars),3.149024
Delaware,Import,New York,2022,Current Value (millions of dollars),103.312104
Delaware,Import,New Jersey,2022,Current Value (millions of dollars),119.296716
Delaware,Import,New Hampshire,2022,Current Value (millions of dollars),0
Delaware,Import,Nebraska,2022,Current Value (millions of dollars),0
Delaware,Import,Montana,2022,Current Value (millions of dollars),0
Delaware,Import,Missouri,2022,Current Value (millions of dollars),0
Delaware,Import,Mississippi,2022,Current Value (millions of dollars),0
Delaware,Import,Minnesota,2022,Current Value (millions of dollars),8.661284
Delaware,Import,Michigan,2022,Current Value (millions of dollars),0
Delaware,Import,Massachusetts,2022,Current Value (millions of dollars),48.965362
Delaware,Import,Maryland,2022,Current Value (millions of dollars),42.236411
Delaware,Import,Maine,2022,Current Value (millions of dollars),0
Delaware,Import,Kentucky,2022,Current Value (millions of dollars),0
Delaware,Import,Indiana,2022,Current Value (millions of dollars),0.144418
Delaware,Import,Illinois,2022,Current Value (millions of dollars),1.562143
Delaware,Import,Georgia,2022,Current Value (millions of dollars),1.141094
Delaware,Import,Florida,2022,Current Value (millions of dollars),359.627719
Delaware,Import,District of Columbia,2022,Current Value (millions of dollars),0.0168
Delaware,Import,Delaware,2022,Current Value (millions of dollars),5157.311981
Delaware,Import,Connecticut,2022,Current Value (millions of dollars),0.019438
Delaware,Import,California,2022,Current Value (millions of dollars),79.109567
Delaware,Import,Arkansas,2022,Current Value (millions of dollars),0.034229
Delaware,Import,Arizona,2022,Current Value (millions of dollars),11.639043
Delaware,Import,Alabama,2022,Current Value (millions of dollars),0
District of Columbia,Domestic,Wyoming,2022,Current Value (millions of dollars),0.055053
District of Columbia,Domestic,Wisconsin,2022,Current Value (millions of dollars),10.188184
District of Columbia,Domestic,West Virginia,2022,Current Value (millions of dollars),12.325483
District of Columbia,Domestic,Washington,2022,Current Value (millions of dollars),16.781287
District of Columbia,Domestic,Virginia,2022,Current Value (millions of dollars),647.224686
District of Columbia,Domestic,Vermont,2022,Current Value (millions of dollars),1.431388
District of Columbia,Domestic,Utah,2022,Current Value (millions of dollars),6.292005
District of Columbia,Domestic,Texas,2022,Current Value (millions of dollars),52.524454
District of Columbia,Domestic,Tennessee,2022,Current Value (millions of dollars),5.947942
District of Columbia,Domestic,South Dakota,2022,Current Value (millions of dollars),0.045877
District of Columbia,Domestic,South Carolina,2022,Current Value (millions of dollars),6.399012
District of Columbia,Domestic,Rhode Island,2022,Current Value (millions of dollars),0.238566
District of Columbia,Domestic,Pennsylvania,2022,Current Value (millions of dollars),118.575051
District of Columbia,Domestic,Oregon,2022,Current Value (millions of dollars),4.37634
District of Columbia,Domestic,Oklahoma,2022,Current Value (millions of dollars),3.889964
District of Columbia,Domestic,Ohio,2022,Current Value (millions of dollars),11.151913
District of Columbia,Domestic,North Dakota,2022,Current Value (millions of dollars),0.266091
District of Columbia,Domestic,North Carolina,2022,Current Value (millions of dollars),39.547166
District of Columbia,Domestic,New York,2022,Current Value (millions of dollars),48.724912
District of Columbia,Domestic,New Mexico,2022,Current Value (millions of dollars),0.752398
District of Columbia,Domestic,New Jersey,2022,Current Value (millions of dollars),19.929936
District of Columbia,Domestic,New Hampshire,2022,Current Value (millions of dollars),1.757098
